"","id","age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","income"
"7389",7389,38,"Private",192930,"HS-grad",9,"Separated","Sales","Unmarried","White","Female",0,0,10,"United-States","<=50K"
"7390",7390,31,"Private",182896,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"7391",7391,31,"Federal-gov",334346,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"7392",7392,53,"Private",291755,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"7393",7393,29,"State-gov",240738,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"7394",7394,53,"Private",161691,"HS-grad",9,"Widowed","Sales","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"7395",7395,68,"Self-emp-not-inc",234859,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,30,"United-States","<=50K"
"7396",7396,39,"Private",150057,"Masters",14,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States",">50K"
"7397",7397,46,"Private",189680,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
"7398",7398,37,"Self-emp-not-inc",241306,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"7399",7399,35,"Private",299353,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"7400",7400,43,"Local-gov",175526,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
"7401",7401,33,"Private",185480,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
"7402",7402,22,"Private",36011,"Assoc-voc",11,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
"7403",7403,29,"NULL",256211,"1st-4th",2,"Never-married","NULL","Own-child","Asian-Pac-Islander","Male",0,0,40,"Philippines","<=50K"
"7404",7404,20,"Private",286734,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","Other","Female",0,0,35,"United-States","<=50K"
"7405",7405,43,"Local-gov",35824,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",">50K"
"7406",7406,24,"Federal-gov",215115,"Bachelors",13,"Never-married","Tech-support","Own-child","White","Female",0,0,40,"NULL","<=50K"
"7407",7407,23,"Private",549349,"Some-college",10,"Never-married","Tech-support","Own-child","White","Male",0,0,40,"United-States","<=50K"
"7408",7408,45,"Private",201699,"Assoc-voc",11,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
"7409",7409,36,"Private",89508,"Some-college",10,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"7410",7410,36,"Local-gov",212856,"11th",7,"Never-married","Other-service","Unmarried","White","Female",0,0,23,"United-States","<=50K"
"7411",7411,52,"Private",181901,"HS-grad",9,"Married-spouse-absent","Farming-fishing","Other-relative","White","Male",0,0,20,"Mexico","<=50K"
"7412",7412,25,"Private",311124,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
"7413",7413,24,"Private",86745,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Other-relative","Asian-Pac-Islander","Female",0,0,40,"Philippines","<=50K"
"7414",7414,45,"Private",101320,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"7415",7415,17,"Private",121037,"12th",8,"Never-married","Sales","Own-child","White","Female",0,0,15,"United-States","<=50K"
"7416",7416,26,"Private",262617,"HS-grad",9,"Never-married","Craft-repair","Other-relative","White","Male",2597,0,40,"United-States","<=50K"
"7417",7417,72,"Private",284080,"1st-4th",2,"Divorced","Other-service","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
"7418",7418,63,"Federal-gov",95680,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,18,"United-States",">50K"
"7419",7419,24,"NULL",196388,"Assoc-acdm",12,"Never-married","NULL","Not-in-family","White","Male",0,0,12,"United-States","<=50K"
"7420",7420,30,"Private",165503,"Bachelors",13,"Never-married","Sales","Own-child","White","Female",0,0,65,"United-States","<=50K"
"7421",7421,39,"NULL",86551,"12th",8,"Married-civ-spouse","NULL","Husband","White","Male",0,0,40,"United-States","<=50K"
"7422",7422,71,"NULL",128529,"HS-grad",9,"Widowed","NULL","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
"7423",7423,23,"Private",153044,"HS-grad",9,"Never-married","Handlers-cleaners","Unmarried","Black","Female",0,0,7,"United-States","<=50K"
"7424",7424,18,"Private",123856,"11th",7,"Never-married","Sales","Own-child","White","Female",0,0,49,"United-States","<=50K"
"7425",7425,43,"Private",326379,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"7426",7426,56,"Private",193818,"9th",5,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"7427",7427,35,"Private",187415,"5th-6th",3,"Married-civ-spouse","Machine-op-inspct","Husband","Asian-Pac-Islander","Male",0,0,50,"NULL","<=50K"
"7428",7428,34,"Private",114691,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"7429",7429,33,"Private",433375,"1st-4th",2,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"Mexico","<=50K"
"7430",7430,49,"Local-gov",107231,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,2002,40,"United-States","<=50K"
"7431",7431,36,"Private",214378,"HS-grad",9,"Divorced","Prof-specialty","Own-child","White","Female",0,0,40,"United-States",">50K"
"7432",7432,17,"Private",65368,"11th",7,"Never-married","Sales","Own-child","White","Female",0,0,12,"United-States","<=50K"
"7433",7433,20,"Private",164219,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,45,"United-States","<=50K"
"7434",7434,50,"Private",138022,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"7435",7435,23,"Private",174754,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
"7436",7436,41,"Private",57233,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,70,"United-States","<=50K"
"7437",7437,53,"Private",209906,"1st-4th",2,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,35,"Puerto-Rico","<=50K"
"7438",7438,30,"Private",241885,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
"7439",7439,52,"Private",165681,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"7440",7440,33,"Private",288840,"HS-grad",9,"Married-spouse-absent","Other-service","Unmarried","Black","Female",0,0,38,"United-States","<=50K"
"7441",7441,39,"Private",240841,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
"7442",7442,73,"Self-emp-not-inc",109833,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,30,"United-States","<=50K"
"7443",7443,47,"Self-emp-not-inc",162236,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"7444",7444,22,"Private",48988,"Some-college",10,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"7445",7445,21,"Private",175800,"HS-grad",9,"Never-married","Prof-specialty","Unmarried","White","Female",0,0,55,"United-States","<=50K"
"7446",7446,21,"Private",306967,"Assoc-voc",11,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"7447",7447,52,"Private",181677,"10th",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,30,"United-States",">50K"
"7448",7448,41,"Self-emp-inc",140365,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,55,"United-States",">50K"
"7449",7449,32,"Private",169955,"Some-college",10,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,36,"Puerto-Rico","<=50K"
"7450",7450,29,"Private",207064,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"7451",7451,62,"Local-gov",167889,"Doctorate",16,"Widowed","Prof-specialty","Unmarried","White","Female",0,0,40,"Iran","<=50K"
"7452",7452,39,"Private",190466,"HS-grad",9,"Divorced","Craft-repair","Own-child","White","Male",2174,0,40,"United-States","<=50K"
"7453",7453,46,"State-gov",72506,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","Black","Female",0,0,40,"United-States","<=50K"
"7454",7454,20,"Private",293297,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,35,"United-States","<=50K"
"7455",7455,44,"Private",267790,"9th",5,"Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"7456",7456,31,"Private",111883,"HS-grad",9,"Never-married","Craft-repair","Other-relative","White","Male",0,0,40,"United-States","<=50K"
"7457",7457,28,"Private",116531,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"7458",7458,55,"Local-gov",219775,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,38,"United-States","<=50K"
"7459",7459,25,"Private",189656,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,60,"United-States",">50K"
"7460",7460,59,"Private",117059,"11th",7,"Married-civ-spouse","Transport-moving","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
"7461",7461,29,"Private",124680,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",13550,0,35,"United-States",">50K"
"7462",7462,45,"State-gov",252208,"HS-grad",9,"Separated","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
"7463",7463,31,"State-gov",86143,"HS-grad",9,"Never-married","Protective-serv","Other-relative","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K"
"7464",7464,22,"Private",347530,"HS-grad",9,"Separated","Other-service","Unmarried","Black","Female",0,0,35,"United-States","<=50K"
"7465",7465,32,"Private",370160,"Some-college",10,"Separated","Exec-managerial","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"7466",7466,61,"Private",147393,"Prof-school",15,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,20,"United-States","<=50K"
"7467",7467,34,"Private",386370,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
"7468",7468,63,"Private",122442,"12th",8,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"7469",7469,27,"Local-gov",199471,"Assoc-voc",11,"Never-married","Tech-support","Own-child","White","Female",0,0,38,"United-States","<=50K"
"7470",7470,25,"Private",179953,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Female",2597,0,31,"United-States","<=50K"
"7471",7471,33,"Private",191335,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,50,"United-States",">50K"
"7472",7472,19,"Private",188008,"Some-college",10,"Never-married","Sales","Own-child","Black","Female",0,0,20,"United-States","<=50K"
"7473",7473,41,"Self-emp-inc",236021,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,40,"United-States",">50K"
"7474",7474,23,"Private",211160,"12th",8,"Married-civ-spouse","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
"7475",7475,60,"Private",75726,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,1092,40,"United-States","<=50K"
"7476",7476,36,"Private",107302,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
"7477",7477,38,"Private",380543,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Female",0,0,30,"United-States","<=50K"
"7478",7478,53,"Private",257940,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",2829,0,40,"United-States","<=50K"
"7479",7479,55,"Private",354923,"Assoc-acdm",12,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"7480",7480,58,"NULL",97634,"5th-6th",3,"Married-civ-spouse","NULL","Husband","White","Male",0,0,40,"United-States","<=50K"
"7481",7481,21,"Private",199444,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,44,"United-States","<=50K"
"7482",7482,42,"Private",185267,"Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,32,"United-States","<=50K"
"7483",7483,38,"Private",22245,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"7484",7484,25,"Private",177017,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,1504,37,"United-States","<=50K"
"7485",7485,26,"Private",117217,"Bachelors",13,"Divorced","Other-service","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
"7486",7486,19,"Private",184737,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,1721,40,"United-States","<=50K"
"7487",7487,35,"Self-emp-inc",289430,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"Mexico",">50K"
"7488",7488,40,"NULL",341539,"Some-college",10,"Divorced","NULL","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
"7489",7489,59,"Private",105592,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,12,"United-States","<=50K"
"7490",7490,56,"Federal-gov",187873,"Masters",14,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"7491",7491,30,"Private",143392,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
"7492",7492,49,"Private",180532,"Masters",14,"Married-spouse-absent","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"7493",7493,46,"Private",271828,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"7494",7494,28,"Self-emp-not-inc",38079,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,55,"United-States","<=50K"
"7495",7495,50,"Self-emp-not-inc",198581,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"7496",7496,44,"Private",171484,"10th",6,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
"7497",7497,39,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",2174,0,40,"United-States","<=50K"
"7498",7498,57,"Private",109015,"Some-college",10,"Divorced","Sales","Not-in-family","White","Female",0,0,48,"United-States","<=50K"
"7499",7499,72,"Self-emp-inc",473748,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,25,"United-States",">50K"
"7500",7500,37,"Federal-gov",197284,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
"7501",7501,22,"Private",190903,"11th",7,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,20,"United-States","<=50K"
"7502",7502,25,"Private",236267,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
"7503",7503,39,"Private",343403,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,36,"United-States","<=50K"
"7504",7504,39,"Private",91711,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"7505",7505,44,"Private",302424,"HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,55,"United-States","<=50K"
"7506",7506,50,"Private",400630,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,36,"United-States",">50K"
"7507",7507,31,"Private",213002,"12th",8,"Never-married","Sales","Not-in-family","White","Male",4650,0,50,"United-States","<=50K"
"7508",7508,47,"Private",185465,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"United-States","<=50K"
"7509",7509,43,"Federal-gov",77370,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
"7510",7510,39,"Private",172718,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"7511",7511,24,"Private",32921,"Some-college",10,"Never-married","Farming-fishing","Own-child","White","Male",0,0,50,"United-States","<=50K"
"7512",7512,60,"State-gov",97030,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"7513",7513,38,"Private",32271,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"7514",7514,27,"Private",183523,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"7515",7515,39,"State-gov",55568,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
"7516",7516,28,"Private",139568,"11th",7,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"7517",7517,35,"Private",229328,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","Black","Female",0,0,40,"United-States","<=50K"
"7518",7518,22,"Private",195532,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",8614,0,40,"United-States",">50K"
"7519",7519,47,"Private",160474,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,30,"United-States",">50K"
"7520",7520,45,"Private",128736,"10th",6,"Divorced","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"7521",7521,26,"Private",282304,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"7522",7522,62,"Private",96099,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"7523",7523,59,"Private",126668,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",5178,0,50,"United-States",">50K"
"7524",7524,24,"State-gov",165201,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,45,"United-States","<=50K"
"7525",7525,32,"Private",180284,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"7526",7526,44,"Private",277488,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",3103,0,40,"United-States",">50K"
"7527",7527,36,"Private",135289,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States",">50K"
"7528",7528,23,"Private",52566,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"7529",7529,50,"Private",337606,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1485,40,"United-States","<=50K"
"7530",7530,34,"Private",185408,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"7531",7531,18,"Private",115215,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,25,"United-States","<=50K"
"7532",7532,66,"NULL",93318,"HS-grad",9,"Widowed","NULL","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"7533",7533,61,"Private",227468,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"7534",7534,33,"Self-emp-not-inc",343021,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,65,"United-States","<=50K"
"7535",7535,23,"Private",289982,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"7536",7536,30,"Private",609789,"11th",7,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"Mexico","<=50K"
"7537",7537,36,"State-gov",345712,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"7538",7538,50,"State-gov",24790,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
"7539",7539,40,"Federal-gov",219266,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"7540",7540,58,"Private",255822,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"7541",7541,24,"Private",172496,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,55,"United-States","<=50K"
"7542",7542,53,"Federal-gov",167410,"Bachelors",13,"Divorced","Tech-support","Not-in-family","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
"7543",7543,33,"Private",175479,"5th-6th",3,"Never-married","Other-service","Unmarried","White","Female",0,0,40,"Mexico","<=50K"
"7544",7544,23,"Private",235722,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
"7545",7545,34,"Private",258170,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,38,"United-States","<=50K"
"7546",7546,43,"Self-emp-not-inc",38876,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States","<=50K"
"7547",7547,62,"Private",128092,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,32,"United-States","<=50K"
"7548",7548,53,"Private",83434,"Bachelors",13,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Female",0,0,21,"Japan",">50K"
"7549",7549,28,"Private",39232,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"7550",7550,53,"Federal-gov",205288,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",7688,0,35,"United-States",">50K"
"7551",7551,24,"Private",162312,"HS-grad",9,"Never-married","Sales","Own-child","Asian-Pac-Islander","Male",0,0,40,"South","<=50K"
"7552",7552,56,"Private",205735,"1st-4th",2,"Separated","Machine-op-inspct","Unmarried","White","Male",0,0,40,"United-States","<=50K"
"7553",7553,20,"NULL",124954,"Some-college",10,"Never-married","NULL","Own-child","White","Male",0,0,30,"United-States","<=50K"
"7554",7554,40,"Private",137225,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"7555",7555,32,"Private",180871,"Assoc-voc",11,"Divorced","Sales","Not-in-family","White","Male",0,0,50,"United-States",">50K"
"7556",7556,54,"Private",35459,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"7557",7557,33,"Private",143540,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"7558",7558,35,"Federal-gov",226916,"Bachelors",13,"Widowed","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States",">50K"
"7559",7559,75,"Local-gov",31195,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
"7560",7560,26,"Private",396482,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,48,"United-States","<=50K"
"7561",7561,62,"Self-emp-not-inc",226546,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,16,"United-States","<=50K"
"7562",7562,54,"Local-gov",365049,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"Mexico","<=50K"
"7563",7563,33,"Private",198727,"HS-grad",9,"Divorced","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"7564",7564,67,"NULL",163726,"5th-6th",3,"Married-civ-spouse","NULL","Husband","White","Male",0,0,49,"United-States","<=50K"
"7565",7565,82,"Self-emp-inc",120408,"Some-college",10,"Widowed","Sales","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
"7566",7566,29,"Private",114982,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
"7567",7567,27,"Private",31757,"Assoc-voc",11,"Never-married","Craft-repair","Own-child","White","Male",0,0,38,"United-States","<=50K"
"7568",7568,19,"Private",329130,"11th",7,"Separated","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K"
"7569",7569,47,"Private",198223,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"7570",7570,62,"Private",214288,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"7571",7571,47,"Self-emp-not-inc",199058,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States",">50K"
"7572",7572,66,"Private",350498,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,28,"United-States","<=50K"
"7573",7573,39,"Private",293291,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,50,"United-States",">50K"
"7574",7574,35,"Private",171968,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"7575",7575,36,"Private",133655,"HS-grad",9,"Married-spouse-absent","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"7576",7576,53,"Local-gov",215990,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,35,"United-States","<=50K"
"7577",7577,34,"Private",174789,"Bachelors",13,"Never-married","Other-service","Not-in-family","White","Male",0,2001,40,"United-States","<=50K"
"7578",7578,45,"Local-gov",168191,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"United-States",">50K"
"7579",7579,34,"NULL",310525,"HS-grad",9,"Married-civ-spouse","NULL","Husband","Black","Male",0,0,10,"United-States","<=50K"
"7580",7580,42,"Private",109067,"Bachelors",13,"Separated","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"7581",7581,62,"NULL",123992,"HS-grad",9,"Married-civ-spouse","NULL","Husband","White","Male",0,0,40,"United-States","<=50K"
"7582",7582,60,"Federal-gov",21876,"Some-college",10,"Divorced","Prof-specialty","Not-in-family","Amer-Indian-Eskimo","Female",0,0,40,"United-States","<=50K"
"7583",7583,40,"Private",103395,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",">50K"
"7584",7584,39,"Private",204501,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"7585",7585,48,"Private",70209,"Some-college",10,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,20,"United-States","<=50K"
"7586",7586,43,"Private",281422,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,45,"United-States","<=50K"
"7587",7587,62,"Self-emp-inc",137354,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"South","<=50K"
"7588",7588,39,"Self-emp-not-inc",178948,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Wife","White","Female",0,0,50,"United-States","<=50K"
"7589",7589,38,"Private",80771,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",">50K"
"7590",7590,56,"Private",104842,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","Black","Female",0,0,50,"Haiti","<=50K"
